Ticker,Company Name,Sector,Industry,Country,Currency,P/E Ratio (Trailing),P/E Ratio (Forward),Price-to-Book Ratio,Price-to-Sales Ratio,Enterprise Value,EV/EBITDA,EV/Revenue,Profit Margin,Operating Margin,Gross Margin,Return on Equity (ROE),Return on Assets (ROA),Debt-to-Equity Ratio,Current Ratio,Quick Ratio,Revenue (TTM),EPS (Trailing),EPS (Forward),Revenue Growth (YoY),Earnings Growth (YoY),Dividend Yield,Dividend Rate,Payout Ratio,Market Cap,Beta,52-Week High,52-Week Low,Average Volume,Shares Outstanding,Float Shares,Short Ratio,Book Value Per Share,Total Assets,Total Liabilities,Free Cash Flow,EBITDA,Target Price (Analyst),Recommendation Rating,Number of Analysts,Institutional Ownership (%),Insider Ownership (%),Historical Volatility (1Y),Target High Price,Target Low Price,50-Day Moving Average,200-Day Moving Average,Website
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,United States,USD,14.076305,11.001255,2.178128,1.5110897,56884428800.0,10.884,1.645,0.114630006,0.14564,0.2358,0.16098,0.0896,29.937,6.526,0.559,34575200256.0,12.45,15.93,-0.074,-0.18,0.93,1.6,0.12060001,52246228992.0,1.361,199.85,110.44,4044672.0,298124000.0,264095709.0,1.99,80.459,36104300000.0,10279900000.0,2024500000.0,5226200064.0,162.6,2.35,15.0,0.85501,0.116560005,0.3688822964148772,199.0,110.0,148.5952,137.95305,https://www.drhorton.com
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,United States,USD,19.53813,18.833563,2.4047248,1.9849569,52091072512.0,15.249,3.668,0.101610005,0.1246,0.31279,0.12636,0.027409999,204.588,0.936,0.474,14200999936.0,6.95,7.21,0.189,-0.29,3.22,4.36,0.6173,28188372992.0,0.423,142.05,115.59,1320896.0,207588000.0,206568547.0,2.99,56.468,48846000000.0,37142000000.0,-824000000.0,3416000000.0,145.16667,2.1875,12.0,0.80302,0.00377,0.1802028309052796,158.0,125.0,136.5348,130.8783,https://www.dteenergy.com
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,United States,USD,19.761047,19.044163,1.8817991,3.0426354,184702369792.0,12.014,5.987,0.15719,0.24227,0.51926,0.0959,0.028269999,170.004,0.66,0.241,30848000000.0,6.11,6.34,0.047,0.104,3.51,4.26,0.68410003,93890322432.0,0.378,127.85,105.2,2924943.0,777624000.0,775540433.0,4.53,64.162,186343000000.0,135088000000.0,48000000.0,15374000128.0,132.0,2.16667,13.0,0.69702005,0.0013,0.1787449566039022,142.0,121.0,120.7576,116.42495,https://www.duke-energy.com
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,USD,445.05884,17.234625,1.3734888,2.5128999,37939421184.0,11.739,3.009,-0.01539,0.16273001,0.37138,0.00461,0.03484,32.667,1.411,0.864,12606999552.0,0.17,4.39,0.027,-0.669,2.17,1.64,9.2941,31680129024.0,1.058,90.06,53.77,2706238.0,418716992.0,417364230.0,1.31,55.086,36636000000.0,12843000000.0,1421000000.0,3232000000.0,89.3125,1.41176,16.0,0.74644995,0.00205,0.33191732070997526,113.0,47.0,73.6422,73.9008,https://www.dupont.com
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,United States,USD,9.5196905,7.779885,1.3314383,0.8370024,12754793472.0,6.913,1.374,0.0896,0.124180004,0.24112,0.1439,0.055359997,90.603,1.685,0.739,9285999616.0,7.11,8.7,-0.032,-0.381,4.91,3.32,0.4641,7772403712.0,1.269,114.5,56.78,1748053.0,114832000.0,113726771.0,1.51,50.836,15213000000.0,9361000000.0,688000000.0,1844999936.0,76.64706,1.76471,17.0,0.91699,0.0078100003,0.38314440525620536,100.0,60.0,72.0256,85.098,https://www.eastman.com
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,USD,34.805027,28.739418,7.2460403,5.187521,144617013248.0,24.599,5.565,0.15103,0.18569,0.38162,0.20733,0.07694,62.391,1.24,0.686,25988999168.0,9.95,12.05,0.107,0.012,1.21,4.16,0.3984,134818480128.0,1.154,399.56,231.85,2274738.0,389300000.0,388116528.0,2.35,47.793,38381000000.0,19850000000.0,3519000000.0,5879000064.0,390.34576,1.93548,26.0,0.87156,0.00185,0.3594223874789793,440.0,288.0,361.8312,329.69916,https://www.eaton.com
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,United States,USD,20.5,17.672415,8.91649,4.026576,44615118848.0,17.586,4.261,0.2086,0.17729001,0.71882004,0.42632,0.07108,150.811,0.996,0.904,10469999616.0,4.5,5.22,0.061,0.769,1.29,1.16,0.2489,42158252032.0,1.311,101.15,56.33,5926854.0,457000000.0,455185710.0,2.79,10.346,19365000000.0,14207000000.0,1956000000.0,2536999936.0,88.07407,2.71875,27.0,0.9725,0.00246,0.3412559309751386,102.0,60.0,85.8874,72.01185,https://www.ebayinc.com
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,United States,USD,36.593456,36.544666,11.684073,4.9438977,83768582144.0,22.499,5.327,0.13585,0.14715,0.44013,0.24410999,0.07688,103.915,1.442,1.051,15723899904.0,7.49,7.5,0.178,,0.95,2.6,0.3369,77737353216.0,1.08,286.04,221.62,1199880.0,283624992.0,285419420.0,2.23,23.458,22387800000.0,13598600000.0,1819400000.0,3723200000.0,283.9,2.15385,20.0,0.92699,0.0017499999,0.19058537750641122,315.0,240.0,271.8158,256.06195,https://www.ecolab.com
EIX,Edison International,Utilities,Utilities - Regulated Electric,United States,USD,8.0734215,9.645615,1.4065337,1.20635,64506560512.0,10.159,3.678,0.15024,0.18314,0.52266,0.14348,0.026730001,209.565,0.873,0.373,17539000320.0,6.81,5.7,0.048,-0.215,5.98,3.31,0.59360003,21158172672.0,0.81,88.68,47.73,3875577.0,384833984.0,383968130.0,2.23,39.089,85579000000.0,67839000000.0,-693000000.0,6350000128.0,66.44357,1.8125,14.0,0.90489995,0.0023,0.33698840071608316,86.0,52.5,53.2148,59.964,https://www.edison.com
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,United States,USD,33.966526,33.134693,4.5258403,8.383455,44385861632.0,25.497,7.807,0.72956,0.28123,0.78873,0.15533,0.08420999,6.624,4.682,3.534,5685100032.0,2.39,2.45,0.119,-0.075,,,0.0,47660781568.0,1.07,83.0,64.01,4128295.0,587100032.0,581105709.0,1.72,17.937,13055300000.0,2992400000.0,259900000.0,1740800000.0,87.73067,2.15152,30.0,0.8825,0.0091,0.2526943561405162,101.0,72.0,78.5272,74.1972,https://www.edwards.com
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,United States,USD,41.77945,19.54279,6.879901,5.5806136,42578796544.0,23.116,5.697,0.13942,0.16218,0.79140997,0.15458,0.07626,36.32,0.837,0.712,7473999872.0,3.99,8.53,0.007,-0.24,0.45,0.76,0.19,41709506560.0,0.753,180.9,115.21,2819754.0,250207008.0,224631112.0,2.76,24.23,12368000000.0,5982000000.0,1858000000.0,1842000000.0,175.53333,2.14815,24.0,1.03577,0.00213,0.29505261063448796,210.0,148.0,161.1276,149.0186,https://www.ea.com
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,United States,USD,13.114086,8.844034,1.5895084,0.36777186,67938091008.0,7.161,0.359,0.02832,0.0529,0.26835,0.124180004,0.04651,68.838,1.445,1.319,189253992448.0,23.57,34.95,0.14,-0.216,2.13,6.84,0.2834,69602295808.0,0.6,559.95,273.71,2377743.0,225178000.0,224664897.0,0.99,194.462,116889000000.0,75463000000.0,4552000000.0,9486999552.0,368.44443,1.71429,18.0,0.93254,0.0016300001,0.3628069513662659,507.0,297.0,316.3952,378.87646,https://www.elevancehealth.com
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,United States,USD,33.77401,20.788116,3.7212062,4.158671,85548597248.0,17.484,4.812,0.14920999,0.2025,0.52705,0.09155,0.048520003,74.771,0.845,0.591,17780000768.0,3.89,6.32,0.04,0.813,1.63,2.11,0.5418,73941172224.0,1.291,150.27,90.06,3193300.0,562800000.0,560892108.0,4.02,35.306,44246000000.0,16737000000.0,2913000000.0,4893000192.0,149.69385,1.74074,26.0,0.83862,0.00291,0.30469196191651354,185.0,111.0,137.4638,124.09155,https://www.emerson.com
ENPH,"Enphase Energy, Inc.",Technology,Solar,United States,USD,28.03876,9.882513,5.369655,3.189365,4552792576.0,17.26,3.07,0.117819995,0.111049995,0.32768002,0.19795,0.03744,140.21,1.969,1.545,1482823040.0,1.29,3.66,0.197,2.489,,,0.0,4729263616.0,1.513,126.19,29.89,8964450.0,130751000.0,126428151.0,3.15,6.736,3249676000.0,2416660000.0,480089000.0,263782000.0,42.78871,2.85294,31.0,0.96094,0.03293,0.7311564378489097,85.0,27.0,37.184,53.11525,https://www.enphase.com
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,United States,USD,21.955336,11.431525,2.4361906,3.2093813,68472033280.0,12.162,5.564,0.14300999,0.25529,0.4905,0.111999996,0.03205,183.959,0.797,0.436,12307128320.0,4.03,7.74,0.127,8.545,2.75,2.4,0.5868,39498268672.0,0.595,92.4,60.0,2651288.0,446408992.0,444685930.0,3.36,36.319,64790032000.0,49605048000.0,-1481200000.0,5630179840.0,92.13875,2.0,16.0,0.95922,0.0027599998,0.26689080435369994,105.72,67.0,86.776,82.380424,https://www.entergy.com
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,United States,USD,11.759456,10.962025,2.2640524,2.9035964,65215885312.0,5.523,2.861,0.25143,0.32806,0.61716,0.19631,0.100200005,15.719,1.786,1.492,22798000128.0,10.31,11.06,-0.113,-0.166,3.38,4.08,0.3657,66196193280.0,0.866,138.18,102.52,3286419.0,545993024.0,544208018.0,4.93,53.55,47186000000.0,17835000000.0,5771000000.0,11808000000.0,139.44827,2.125,29.0,0.96704,0.00278,0.29239220244652164,170.0,120.0,120.0262,122.17735,https://www.eogresources.com
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,United States,USD,24.094149,15.093834,2.5647645,1.8550942,8815976448.0,12.338,1.739,0.07911,0.09633,0.30075002,0.11354,0.08486,4.435,3.172,2.964,5071012864.0,7.01,11.19,0.18,-0.082,,,0.0,9407206400.0,1.661,269.0,138.15,692616.0,55696900.0,53785391.0,2.41,65.854,4750473000.0,1119322000.0,527022000.0,714510016.0,213.3125,1.70588,16.0,0.96717,0.03607,0.4183821482807095,246.0,171.0,167.9218,195.70245,https://www.epam.com
EQT,EQT Corporation,Energy,Oil & Gas E&P,United States,USD,26.826317,20.22619,1.4246981,4.477784,43604275200.0,9.636,6.138,0.16102,0.63418,0.74741,0.06473,0.04022,33.13,0.707,0.595,7103623168.0,1.9,2.52,1.115,64.0,1.22,0.63,0.3316,31808491520.0,0.574,61.02,31.46,8098229.0,624057024.0,618565298.0,2.01,35.776,39830255000.0,15552119000.0,573264000.0,4525021184.0,63.08,1.72,25.0,0.91901,0.00616,0.3864199948983965,80.0,42.0,53.957,51.4273,https://www.eqt.com
EFX,Equifax Inc.,Industrials,Consulting Services,United States,USD,46.48148,25.340063,5.784252,5.0300198,34241939456.0,18.82,5.863,0.10953,0.20221001,0.56657004,0.12761,0.05799,93.548,0.772,0.631,5840200192.0,5.13,9.41,0.074,0.168,0.84,2.0,0.32619998,29376323584.0,1.675,309.63,199.98,1010380.0,123197000.0,123192011.0,2.74,41.224,11759400000.0,6839800000.0,813000000.0,1819399936.0,280.5,1.91304,20.0,0.97979,0.00511,0.34932625681435325,300.0,240.0,250.6258,253.24225,https://www.equifax.com
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,United States,USD,75.36094,57.112106,5.3098745,8.373503,92807888896.0,24.591,10.392,0.1113,0.22575001,0.50039,0.07512,0.03131,154.895,1.544,1.151,8931000320.0,10.14,13.38,0.054,0.187,2.46,18.76,1.7600999,74783752192.0,0.91,994.03,701.41,616467.0,97864000.0,97494060.0,4.16,143.913,35085000000.0,21533000000.0,183000000.0,3774000128.0,957.0,,25.0,0.98086,0.00275,0.26921766709379713,1200.0,804.0,783.2754,864.5525,https://www.equinix.com
EQR,Equity Residential,Real Estate,REIT - Residential,United States,USD,24.421051,38.437866,2.2458081,8.39664,33876058112.0,18.235,11.126,0.33221,0.29397,0.63055,0.09082,0.02622,75.259,0.121,0.039,3044763904.0,2.66,1.69,0.047,0.08,4.28,2.77,1.0292,25565786112.0,0.94,78.83,59.41,2057153.0,381897984.0,343994675.0,2.69,28.925,20834176000.0,9249829000.0,1254918000.0,1857718016.0,74.575,2.25,20.0,0.94261,0.00533,0.23654825783983313,81.0,66.0,65.5574,69.33835,https://www.equityapartments.com
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,United States,USD,27.682007,24.686567,7.9180427,4.3532453,16803859456.0,21.377,4.229,0.15728,0.19319001,0.17566,0.31144,0.15571,1.609,1.473,1.361,3973472000.0,11.95,13.4,0.07,0.067,1.66,5.46,0.4418,17297498112.0,0.325,547.0,323.76,145561.0,46189100.0,19539678.0,12.08,41.778,2888614000.0,901356000.0,486404000.0,786087488.0,,,,0.40477002,0.45486,0.32723949412241693,,,353.2776,386.32776,https://www.erieinsurance.com
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,United States,USD,20.966265,43.360466,2.9832342,9.549449,23796824064.0,19.776,12.605,0.42391998,0.33938998,0.68718004,0.1512,0.02947,116.679,0.573,0.165,1887956992.0,12.45,6.02,0.059,1.376,3.93,10.28,0.8071,18028949504.0,0.845,317.73,243.85,505866.0,64404000.0,63797336.0,2.32,87.499,12927359000.0,7176120000.0,931910000.0,1203315968.0,295.4375,2.65385,24.0,1.0350701,0.01163,0.2565538419194578,318.0,275.0,273.2036,285.0342,https://www.essexapartmenthomes.com
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,United States,USD,,32.981483,8.289119,2.2370596,39630635008.0,20.22,2.766,-0.07909,0.04427,0.73963,-0.24687,0.03401,244.942,1.301,0.819,14325999616.0,-3.15,2.7,-0.119,,1.52,1.4,4.7143,32048115712.0,1.146,103.44,48.37,4228083.0,234347008.0,233183167.0,3.8,10.743,19892000000.0,16027000000.0,670000000.0,1960000000.0,91.43478,2.57692,23.0,0.95624,0.00435,0.5259009699827554,120.0,61.0,88.666,74.0473,https://www.elcompanies.com
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,Bermuda,USD,18.20596,5.239657,0.9716305,0.824566,13801495552.0,,0.779,0.045500003,0.195,0.06706,0.0552,0.01199,23.89,0.393,0.277,17716000768.0,19.13,66.47,0.075,-0.037,2.3,8.0,0.41799998,14608012288.0,0.508,407.3,320.0,345325.0,41943300.0,31561907.0,2.53,358.449,56341000000.0,42465000000.0,4957000000.0,,393.42856,2.28571,14.0,0.98474,0.01447,0.25464269611207285,483.0,360.0,336.3086,349.58884,https://www.everestglobal.com
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,United States,USD,19.670328,17.722773,1.6546879,2.8024247,31255087104.0,11.699,5.315,0.14287,0.23793,0.52052,0.0864,0.02843,148.129,0.503,0.113,5880300032.0,3.64,4.04,-0.007,-0.177,3.74,2.67,0.72660005,16479097856.0,0.553,73.97,59.0,2347298.0,230155008.0,228960808.0,4.97,43.271,32282100000.0,22292900000.0,-352900000.0,2671500032.0,75.6,,10.0,0.91665,0.00161,0.16427515425098022,81.0,70.0,70.5158,66.7437,https://investors.evergy.com
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,United States,USD,27.565502,13.206066,1.4951091,1.8029214,53082984448.0,11.858,4.086,0.06604,0.24614,0.54905,0.056209996,0.031140001,188.224,0.713,0.326,12991134720.0,2.29,4.78,0.12,0.008,4.76,3.01,1.2817,23426635776.0,0.656,69.01,52.28,2283575.0,371115008.0,370298728.0,2.57,42.221,59594529000.0,44399574000.0,-2320792000.0,4476554752.0,69.71429,2.35294,14.0,0.86021006,0.0018600001,0.23913302774622647,87.0,47.0,65.1002,61.6455,https://www.eversource.com
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,United States,USD,16.477184,16.477184,1.5846344,1.8416189,91940249600.0,11.922,3.869,0.111669995,0.17284,0.4182,0.09871,0.0273,176.868,0.948,0.566,23765999616.0,2.63,2.63,0.012,-0.135,3.69,1.6,0.59319997,43767914496.0,0.489,48.11,35.94,5868422.0,1009990016.0,1008351115.0,3.96,27.347,107784000000.0,80863000000.0,-1528000000.0,7712000000.0,47.0,2.625,14.0,0.88865,0.00118,0.19118495385789713,52.0,37.0,43.9416,42.517,https://www.exeloncorp.com
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,United States,USD,,22.544811,1.2653552,2.568473,27577182208.0,8.48,3.111,0.023239998,0.45924,0.43101,0.01455,0.02387,28.929,0.777,0.617,8862999552.0,-0.03,4.24,4.465,,3.29,3.19,1.411,22764376064.0,0.443,123.345,69.12,3312551.0,238146000.0,231070367.0,1.87,75.544,27894000000.0,10329000000.0,8000000.0,3252000000.0,132.15385,1.38462,26.0,0.91553,0.0279,0.29626625866602824,154.0,98.0,102.6608,104.55858,https://www.expandenergy.com
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,United States,USD,26.325123,14.885794,31.833208,1.886541,27369891840.0,14.428,1.952,0.0794,0.14025,0.89606005,0.52707,0.040260002,311.457,0.751,0.594,14017999872.0,8.12,14.36,0.064,-0.114,0.75,1.6,0.098500006,26445531136.0,1.578,216.6,126.46,1721961.0,118192000.0,116626680.0,3.32,6.715,22388000000.0,19589000000.0,2329000000.0,1896999936.0,222.0,2.28571,32.0,1.02332,0.011469999,0.41844728278116755,290.0,168.0,190.21,178.75465,https://www.expediagroup.com
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,United States,USD,19.712887,22.460966,7.4381385,1.4548106,15772826624.0,13.417,1.399,0.07565,0.09342,0.13541001,0.39038,0.14571999,26.694,1.725,1.494,11273140224.0,6.13,5.38,0.087,0.081,1.28,1.54,0.2447,16400284672.0,1.05,131.59,100.47,1206680.0,135719008.0,134554055.0,4.43,16.246,4754458000.0,2528674000.0,682895000.0,1175623040.0,113.0,3.64706,15.0,0.99286,0.0072600003,0.260516442842598,128.0,90.0,117.17,115.12965,https://www.expeditors.com
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,United States,USD,30.97609,29.809624,2.193031,9.305456,44799025152.0,19.804,13.202,0.28772,0.4559,0.75338,0.069,0.03323,93.006,2.075,0.297,3393270016.0,4.6,4.78,0.036,0.342,4.53,6.48,1.4087,31575926784.0,1.102,184.87,121.03,1150646.0,212254000.0,209659872.0,2.52,64.974,28847926000.0,13988564000.0,1866916000.0,2262102016.0,157.35,2.33333,20.0,0.98964995,0.00982,0.265197541462396,178.0,141.0,144.283,149.38405,https://www.extraspace.com
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,United States,USD,15.965909,14.282084,1.8248234,1.4528989,509105963008.0,8.161,1.544,0.09404001,0.11729,0.3102,0.118310004,0.05277,14.442,1.249,0.824,329816014848.0,7.04,7.87,-0.123,-0.236,3.54,3.96,0.5568,479189303296.0,0.549,126.34,97.8,16670087.0,4263249920.0,4254208937.0,2.7,61.595,453475000000.0,182869000000.0,30716000000.0,62381998080.0,124.79167,2.24,24.0,0.66577005,0.00068000006,0.23816006059961942,145.0,95.0,110.2046,109.89475,https://corporate.exxonmobil.com
FFIV,"F5, Inc.",Technology,Software - Infrastructure,United States,USD,27.72178,20.413311,5.2399406,5.970725,16585759744.0,19.44,5.484,0.22058001,0.25157,0.81029,0.20583999,0.08269,7.484,1.602,1.449,3024655872.0,11.34,15.4,0.122,0.332,,,0.0,18059388928.0,1.081,334.0,197.34,479858.0,57447200.0,56869251.0,3.57,59.994,5613004000.0,2483626000.0,762007000.0,853179008.0,327.18182,,11.0,1.00256,0.00595,0.2904696873074626,390.0,260.0,306.761,280.44565,https://www.f5.com
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,26.589043,19.742506,6.478297,6.0964413,15275141120.0,17.918,6.679,0.23302001,0.33159,0.53332,0.26346,0.10496,75.191,1.465,1.226,2287034112.0,13.87,18.68,0.059,-0.054,1.19,4.4,0.3045,13942769664.0,0.836,499.87,362.41,382961.0,37806800.0,37683524.0,5.52,56.927,4055040000.0,2142580000.0,614657000.0,852521984.0,434.9375,3.35,16.0,0.95819,0.0025099998,0.2204496479214763,500.0,390.0,408.6494,443.7132,https://www.factset.com
FICO,Fair Isaac Corporation,Technology,Software - Application,United States,USD,59.882877,41.16243,-26.381714,19.039516,39115190272.0,43.48,20.278,0.32797,0.48939,0.81745005,,0.30976,,0.921,0.835,1928926976.0,25.55,37.17,0.198,0.465,,,0.0,36725837824.0,1.345,2402.52,1300.0,336812.0,24003700.0,23315231.0,2.42,-57.995,1717884000.0,2680563000.0,607413000.0,899617984.0,1872.0726,1.84211,19.0,0.91296995,0.025710002,0.4178654643551373,2300.0,1230.0,1527.0367,1840.5114,https://www.fico.com
FAST,Fastenal Company,Industrials,Industrial Distribution,United States,USD,48.134617,22.858448,15.087402,7.389749,57138364416.0,32.81,7.35,0.15295,0.20963,0.45064998,0.32564998,0.20309,14.319,4.22,1.904,7774400000.0,1.04,2.19,0.086,0.151,1.78,0.88,0.7971,57450864640.0,0.967,50.63,32.045,6077624.0,1147640064.0,1144067467.0,3.93,3.318,4698000000.0,1081700000.0,946800000.0,1741500032.0,44.55,2.82353,10.0,0.87331,0.0017,0.250409175809945,55.0,29.5,46.4128,40.935425,https://www.fastenal.com
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,United States,USD,25.397469,32.677525,2.8012955,7.027353,13438172160.0,17.081,10.845,0.27938,0.40697,0.67958,0.10606,0.03299,130.637,0.466,0.437,1239058944.0,3.95,3.07,0.052,0.349,4.52,4.52,1.1139,8707304448.0,1.177,118.34,80.65,771275.0,86266096.0,77955246.0,2.77,35.812,8524757000.0,5100327000.0,327803000.0,786742016.0,109.86111,2.0,18.0,0.97295,0.01044,0.2366432550293231,137.0,100.0,95.039,100.57295,https://www.federalrealty.com
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,United States,USD,13.213861,9.763737,1.8830855,0.59606886,,,,0.04654,0.0764,0.27264,0.14705,0.04828,,1.193,1.099,87925997568.0,16.81,22.75,0.139,-0.133,2.57,5.8,0.32840002,52409950208.0,1.207,308.53,194.3,2116074.0,235948000.0,219777754.0,2.3,117.958,87627000000.0,59553000000.0,2981000000.0,11009000448.0,265.68967,1.86667,29.0,0.79454005,0.07539,0.3556583748390111,320.0,200.0,230.293,244.79166,https://www.fedex.com
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,United States,USD,277.04,12.129598,2.556663,3.5068307,48015994880.0,15.585,4.654,0.01086,0.20183,0.36668,0.010319999,0.041729998,91.533,0.587,0.416,10316999680.0,0.25,5.71,0.051,,2.35,1.6,6.08,36179972096.0,1.058,91.98,66.51,3119550.0,522379008.0,520994274.0,4.44,27.09,33784000000.0,18084000000.0,1358000000.0,3080999936.0,85.61111,2.16667,18.0,1.0117,0.0012899999,0.28179931288033,100.0,70.0,76.2462,77.63105,https://www.fisglobal.com
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,United States,USD,14.33489,12.606849,1.6164331,3.8104253,46320820224.0,,5.795,0.29201,0.38996,0.0,0.11569,0.011030001,,,,7992999936.0,3.21,3.65,0.044,0.086,3.25,1.48,0.4611,30456729600.0,0.952,49.07,32.25,5028237.0,661886976.0,657717349.0,4.58,28.467,212927000000.0,193282000000.0,2410000000.0,,48.18182,1.91667,22.0,0.88524,0.00434,0.28273473554489614,55.0,43.0,42.875,41.52675,https://www.53.com
FSLR,"First Solar, Inc.",Technology,Solar,United States,USD,17.011955,9.549856,2.4999375,4.918887,21522561024.0,11.648,4.955,0.28951,0.32958,0.42758998,0.15916,0.0713,12.486,1.901,1.212,4343436800.0,11.71,20.86,0.086,-0.022,,,0.0,21364875264.0,1.405,262.72,116.56,3827464.0,107248000.0,101327581.0,3.41,79.686,12124361000.0,4146784000.0,-308077000.0,1847719040.0,220.15933,1.58824,30.0,1.06401,0.05529,0.6409373716985123,287.0,100.0,181.064,165.5153,https://www.firstsolar.com
